# JianYing Cloud Music Library
# AI Guidance: Use 'music_id' to reference. If not in cache, ask user to 'Sync Music' or use cloud API.
# Schema: identifier,title,duration_s,categories
music_id,title,duration_s,categories,url
7086058997194689311,@摘星.创作的原声,14.0,douyin_collect,
6457797454137199374,Mistério,20.0,unknown,https://v5-jianying.vlabvod.com/a45ae7940f759b3d105201773f17a59f/69cf97d3/video/tos/cn/tos-cn-ve-2774/d06deec60b6740c5bc1203710886c9ba/?a=1775&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=126&bt=126&ft=OV.Cu77JWH6BMfL1Kvr0PD1IN&mime_type=audio_mp4&qs=6&rc=aGhnO2Q6aTdmOWZoaGdpOEBpMztrM2xpaXhxMzMzODlkNEBjLS8tMl4uX2IxYF82Y180YSNqZmVkamNlZjJgLS1iYS1zcw%3D%3D&btag=80000e00010000&dy_q=1772620479&l=2026030418343844523A5E766123A0DC33
6496750163021171470,Nirvana,38.0,unknown,https://v5-jianying.vlabvod.com/aae7295fe4d430bbd3b50b8466e88255/69cf97f1/video/tos/cn/tos-cn-ve-2774/477404389a5c440994b2d96a608b013d/?a=1775&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=126&bt=126&ft=OV.Cu77JWH6BMV91Kvr0PD1IN&mime_type=audio_mp4&qs=6&rc=aDU5N2hlMzY4OztlZTQ6aUBpM3hpN211dHRnMzMzZDlkNEBjNmBfYDBjXjExYGA2L2AtYSNtNF8zb2czX2NgLS00YS1zcw%3D%3D&btag=c0000e00018000&dy_q=1772620491&l=202603041834511D9CB5D4A68DAA3CDD72
6536099955382160132,父亲写的散文诗-剪辑版,34.0,unknown,https://v3-jianying.vlabvod.com/75aab5f78e0a312e39841a864f338cb9/69cf984e/video/tos/cn/tos-cn-ve-2774/ee0bdf2ec6e748f68c4a53c8cee802cb/?a=1775&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=126&bt=126&ft=OV.Cu77JWH6BMH61Kvr0PD1IN&mime_type=audio_mp4&qs=6&rc=NGc7aTpmNWk6OGY2OTY7N0BpM3JsOnU1cmgzNTMzODlkM0AwMjJfMV8yXjUxXzYvYS8vYSNraDRxMWhxLXNgLS1kYTRzcw%3D%3D&btag=c0000e00018000&dy_q=1772620588&l=2026030418362841F7AF4F41E9CD38672D
6550916551128648455,回家,261.0,unknown,https://v5-jianying.vlabvod.com/d076b3de589f05cff00eb0f911ecc557/69cf9938/video/tos/cn/tos-cn-ve-2774/4f53d8febb6b4e7383704a78610637a3/?a=1775&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=126&bt=126&ft=OV.Cu77JWH6BMS61Kvr0PD1IN&mime_type=audio_mp4&qs=6&rc=aTU6M2doZzs2PDs2OjloOUBpMzdlZzw6ZjV5PDMzNDlkM0AyMjMtNjU2NjYxMTNhXzU2YSNyMTYzcjRfXjRgLS1kYTBzcw%3D%3D&btag=c0000e00030000&dy_q=1772620595&l=20260304183635B00C98C08B1BC6B98C53
6665364940196416259,혜화동,242.0,unknown,https://v9-jianying.vlabvod.com/9854f8a8c8988c6b75ca04c6b0226e60/69cf990d/video/tos/cn/tos-cn-ve-2774/12d9083455b644a9be4458a7cf5bdcef/?a=1775&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=126&bt=126&ft=OV.Cu77JWH6BMj61Kvr0PD1IN&mime_type=audio_mp4&qs=6&rc=aTdpNGYzOmVnNGc4Zzk0aUBpanA3Nzk6ZjUzPDMzNDlkM0AtMl4wMi4uNWIxYTMuYzBhYSMyMmNocjQwYDVgLS1kYTBzcw%3D%3D&btag=c0000e00030000&dy_q=1772620571&l=202603041836116CF98E910060BE33F07C
6681198633301314311,Canyons,69.0,unknown,https://v5-jianying.vlabvod.com/be048cf6ffbfcb3d454174b955401380/69cf95a9/video/tos/cn/tos-cn-ve-2774/ooxWMaTDmIXZORQBw0EQiBLQw3MasSuHIBIeXA/?a=1775&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=126&bt=126&ft=OV.Cu77JWH6BMsA1Kvr0PD1IN&mime_type=audio_mp4&qs=6&rc=NGRpZDw3OmVmZjg0NWU0ZkBpMzlyM2t3NWh1MzMzZDlkNEAtNS9eNTMyXzMxNDMyXmIvYSNubWE1M25lLWNgLS0wYS1zcw%3D%3D&btag=c0000e00028000&dy_q=1772619876&l=2026030418243647CE82C7AFDA01F4CDC5
6702218118229411842,夜的第七章,60.0,unknown,https://v5-jianying.vlabvod.com/6124aa08496d06325c015fd008ba415b/69cf9631/video/tos/cn/tos-cn-ve-2774/f9e237fca08341fb8ec2bcc4820fadf7/?a=1775&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=126&bt=126&ft=OV.Cu77JWH6BM_31Kvr0PD1IN&mime_type=audio_mp4&qs=6&rc=NjVlZmg5aWY0NDQzNmZkNEBpM2pzZjl1dDR5MzMzOzlkNEAvY2I0Nl9eXzMxYl5jM14yYSNnbTJrazYwZmBgLS1iYS1zcw%3D%3D&btag=80000e00028000&dy_q=1772620021&l=202603041827018A0F52B39F7DF6C77AC5
6702218129805674497,我落泪．情绪零碎,60.0,unknown,https://v5-jianying.vlabvod.com/8b3bbb5564beea7ceab44dd5f15f9231/69cf963b/video/tos/cn/tos-cn-ve-2774/c9048b37ad894a5c8f6d4b5d387caba2/?a=1775&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=126&bt=126&ft=OV.Cu77JWH6BMf31Kvr0PD1IN&mime_type=audio_mp4&qs=6&rc=Z2U1Nmk2NTg6OjMzOGc6OUBpam91bHFnZGc0MzMzZDlkM0AxLjFgNjVfNjMxLTItXmEvYSNjZ19wNDNeX2BgLS01YTRzcw%3D%3D&btag=80000e00028000&dy_q=1772620031&l=20260304182711E4A84573AB67ADC61930
6702218132586530818,忍者,60.0,unknown,https://v5-jianying.vlabvod.com/17f6901c96623e305206ab954793d46a/69cf9633/video/tos/cn/tos-cn-ve-2774/624a319ed9ca4667afc6a65eae5ac254/?a=1775&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=126&bt=126&ft=OV.Cu77JWH6BMC31Kvr0PD1IN&mime_type=audio_mp4&qs=6&rc=OGk2N2kzNDY1ZDs7OzxmOEBpanF4djZsZWlqMzMzaDlkM0A1LWFfLzA0NTUxNjFeNi0zYSNgb2NfNF8zNWBgLS0yYTRzcw%3D%3D&btag=c0000e00028000&dy_q=1772620023&l=2026030418270361A8A8BB6866B00C30BF
6702218136860493826,简单爱,60.0,unknown,https://v9-jianying.vlabvod.com/7efce2fd95107fa39895932f57a5e418/69cf95f2/video/tos/cn/tos-cn-ve-2774/4f3b05330ba54bc1be7b5b122c40e077/?a=1775&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=126&bt=126&ft=OV.Cu77JWH6BM421Kvr0PD1IN&mime_type=audio_mp4&qs=6&rc=aDw6Zzs6OWc6ODc1OWdoN0BpMzxvdGgzdXFoMzMzaDlkM0BiYmM0YTBfXi8xYmIzNi4wYSNpcGNeMDJoajZgLS0uYTRzcw%3D%3D&btag=c0000e00028000&dy_q=1772619958&l=20260304182558132A55225CF7FCA75D08
6702218139465156610,将军,60.0,unknown,https://v5-jianying.vlabvod.com/ac1c3fe04bfe1c8ea9933499b9982be6/69cf9629/video/tos/cn/tos-cn-ve-2774/782f4fe46f764ef9a27fe1bbac33e6db/?a=1775&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=126&bt=126&ft=OV.Cu77JWH6BMN31Kvr0PD1IN&mime_type=audio_mp4&qs=6&rc=OTQ0OGU5ZWY1Zjs3PDZnPEBpam8zazZrdTlkMzMzOjlkM0BgNC0yXzAzNV8xYDUxMDI2YSMzM2deaWpwNGFgLS1iYTRzcw%3D%3D&btag=c0000e00028000&dy_q=1772620013&l=202603041826531A5366514A5DA38129BC
6702218139473545218,梦想启动,60.0,unknown,https://v5-jianying.vlabvod.com/ade5a3f17fb3afd43a9e8fddab2979b1/69cf95f7/video/tos/cn/tos-cn-ve-2774/b47f9babbb474c7a912c301ba96b3d91/?a=1775&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=126&bt=126&ft=OV.Cu77JWH6BMY21Kvr0PD1IN&mime_type=audio_mp4&qs=6&rc=ZGYzM2k8aTM8NjhkNTplNEBpajR1dXI6dG5pMzMzZzlkNEA1NWIvLl41NWExNF8tYy80YSNeajVrMnEyL2NgLS0zYS1zcw%3D%3D&btag=c0000e00028000&dy_q=1772619963&l=20260304182602BD7525818BB65776A905
6702218139561625601,Mine Mine,60.0,unknown,https://v9-jianying.vlabvod.com/e87d83b05b8d23c0cff2937c43c0725b/69cf961d/video/tos/cn/tos-cn-ve-2774/b01ea19524eb425e9ff7e39644886394/?a=1775&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=126&bt=126&ft=OV.Cu77JWH6BMc31Kvr0PD1IN&mime_type=audio_mp4&qs=6&rc=OjRmZDtnODgzODs8OjU2NUBpams1OTw0ajY1MzMzMzlkNEBiXi9hNi5gXi8xLWJeMTI2YSNqcm1wNXFpaDZgLS1iYS1zcw%3D%3D&btag=c0000e00028000&dy_q=1772620001&l=20260304182641B21D61D42B42ADDB789E
6702218141105129473,园游会,60.0,unknown,https://v3-jianying.vlabvod.com/597e898be245ea845d409def6450d219/69cf961b/video/tos/cn/tos-cn-ve-2774/c80fbd8b772b44a581dd1673bff71449/?a=1775&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=126&bt=126&ft=OV.Cu77JWH6BMh31Kvr0PD1IN&mime_type=audio_mp4&qs=6&rc=ZjZnaGRpODdlaDxnODQ1ZUBpMzc4OWVmdHRoNDMzMzlkNEAwMl9gLl8uXzMxMTI2NmMwYSMtb15sZDZfaC1gLS0tYS1zcw%3D%3D&btag=c0000e00028000&dy_q=1772619999&l=20260304182639A5320B7567207EC2434C
6702218141260318722,我的地盘,60.0,unknown,https://v3-jianying.vlabvod.com/c2fb1c0033bc7370482196e3c3c29f03/69cf962d/video/tos/cn/tos-cn-ve-2774/928b5db0c123483aaa889685d76d3b5c/?a=1775&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=126&bt=126&ft=OV.Cu77JWH6BM731Kvr0PD1IN&mime_type=audio_mp4&qs=6&rc=O2lpZDczaDxnNTQzaTxkZkBpM2o8OXE6bGtmMzMzODlkM0BjNDZgLjQ0X14xYC40Yy8zYSNmYi4xMm9zL2NgLS0yYTRzcw%3D%3D&btag=c0000e00028000&dy_q=1772620017&l=20260304182657A5320B7567207EC2515F
6703901823670945794,回到过去,60.0,unknown,https://v9-jianying.vlabvod.com/f2d21c0777c470f28d0dd2581b989347/69cf9625/video/tos/cn/tos-cn-ve-2774/1a3addfadccc435c8683b549e85b4124/?a=1775&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=126&bt=126&ft=OV.Cu77JWH6BMD31Kvr0PD1IN&mime_type=audio_mp4&qs=6&rc=OTUzNDM6NmQ5aGQ6Zzw2M0BpM2w3ZDtzeDs6MzMzPDlkNEBjMC0tLmMwNV8xNl4vYjAwYSNwL3IxX2piMmNgLS0tYS1zcw%3D%3D&btag=80000e00028000&dy_q=1772620009&l=2026030418264919545D5849778E9AF03E
6703901987496265730,飘移,60.0,unknown,https://v5-jianying.vlabvod.com/01a3ac164032b8dc8e7068cf6c14cb7c/69cf95ed/video/tos/cn/tos-cn-ve-2774/8f4c621392df4559b8dcb9c28f307d92/?a=1775&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=126&bt=126&ft=OV.Cu77JWH6BM721Kvr0PD1IN&mime_type=audio_mp4&qs=6&rc=OmU5Zjk5Zzw4ZTw2aTU1ZkBpamY5ZnhmOjd1MzMzaDlkM0AwYS5eMzZeXi4xL2MxMF5hYSNvNmY2YWwxaGJgLS1fYTRzcw%3D%3D&btag=c0000e00028000&dy_q=1772619953&l=20260304182553153EF8A7531C8B1481E4
6703902197693810690,以父之名,60.0,unknown,https://v9-jianying.vlabvod.com/56b6279472f92967a39231b5b185ea6c/69cf95f4/video/tos/cn/tos-cn-ve-2774/6baf83cf945b40f7a20d2ef1b379b21e/?a=1775&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=126&bt=126&ft=OV.Cu77JWH6BMu21Kvr0PD1IN&mime_type=audio_mp4&qs=6&rc=ZjMzZDM7OjlkZDo4NDU5ZEBpMzQ4OWVmdHBoNDMzMzlkNEAvYDUtNGA2XmMxMl9iYGNiYSM0bl5sZDZvXi1gLS0tYS1zcw%3D%3D&btag=c0000e00028000&dy_q=1772619960&l=202603041826006EF1FC269A045E85D76F
6703903455808849921,霍元甲,60.0,unknown,https://v9-jianying.vlabvod.com/63083ee57db3cf53b832f77391eb2535/69cf9626/video/tos/cn/tos-cn-ve-2774/e4af155f85304077a71813b24e3abbf7/?a=1775&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=126&bt=126&ft=OV.Cu77JWH6BMb31Kvr0PD1IN&mime_type=audio_mp4&qs=6&rc=NjkzOTxkOWg5NTNlOTZoPEBpM3N3a3k5dG1oNDMzODlkM0A2X2JhX2JjXzUxNV4tXy1jYSNqbXJyNTQyXi1gLS0uYTRzcw%3D%3D&btag=80000e00028000&dy_q=1772620010&l=202603041826505D23AB80013979B46BA6
6703903793731340289,手写的从前,60.0,unknown,https://v5-jianying.vlabvod.com/d92034a5a7677db5c3587cdd69d7c023/69cf962e/video/tos/cn/tos-cn-ve-2774/b1c5bb95afc44bfe95d627eccc7c9c6d/?a=1775&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=126&bt=126&ft=OV.Cu77JWH6BMG31Kvr0PD1IN&mime_type=audio_mp4&qs=6&rc=ZDM0OztoN2k8PGUzMzk0OEBpanNkamh1aGtoNDMzMzlkNEAwYzVeY2EwXzUxNGMwLzIzYSMwa2ZpcjY1Xi1gLS0tYS1zcw%3D%3D&btag=c0000e00028000&dy_q=1772620018&l=2026030418265861A8A8BB6866B00C2BD5
6704098467305752577,东风破,60.0,unknown,https://v5-jianying.vlabvod.com/d13a41262b441b0117fb77e060af104e/69cf9635/video/tos/cn/tos-cn-ve-2774/ae30ae4e9b9e4c9fbac8d3972d535d8a/?a=1775&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=126&bt=126&ft=OV.Cu77JWH6BM831Kvr0PD1IN&mime_type=audio_mp4&qs=6&rc=ZGU2ZTQ0NjQ6O2RpZmg8ZEBpanQ3NWV1OzxoNDMzPDlkM0AzLV4uMTI1NmIxNWBfMjIyYSNobDNgL2BgXi1gLS01YTRzcw%3D%3D&btag=80000e00028000&dy_q=1772620025&l=20260304182705062854997DB399C3C82A
6704098974019618817,龙拳,60.0,unknown,https://v5-jianying.vlabvod.com/ddac414a0de244af4625cc38e5613307/69cf9605/video/tos/cn/tos-cn-ve-2774/b17b356154b04a0c84b60953503d32e7/?a=1775&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=126&bt=126&ft=OV.Cu77JWH6BMw31Kvr0PD1IN&mime_type=audio_mp4&qs=6&rc=ZDw1ZWc1OjNmPDNnNTU3N0BpM2lkPHd1dDV5MzMzZzlkNEBfMDQvYTFjNTExMS9iNF80YSM2NC5ub2diXl9gLS0zYS1zcw%3D%3D&btag=c0000e00028000&dy_q=1772619977&l=2026030418261779F295BEEBB3E43C3D09
6704098977001768961,阳光宅男,60.0,unknown,https://v9-jianying.vlabvod.com/bc17b39d0b12f36fb3f4da303edd1d29/69cf95f9/video/tos/cn/tos-cn-ve-2774/85fe6dd4ebbf44b29b64787322d7405f/?a=1775&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=126&bt=126&ft=OV.Cu77JWH6BMI21Kvr0PD1IN&mime_type=audio_mp4&qs=6&rc=aWg7ZTo0Zjs3ZzdlNDkzOkBpamh4M3U6dGRoNDMzOjlkNEBiX2AuMDAuXy4xNV8yMzNiYSNlLmVwMnEyXi1gLS0uYS1zcw%3D%3D&btag=c0000e00028000&dy_q=1772619965&l=202603041826056EF1FC269A045E85DC49
6704099387049510913,半岛铁盒,60.0,unknown,https://v5-jianying.vlabvod.com/60a93e0537921505cac7977f7a5ef64f/69cf962f/video/tos/cn/tos-cn-ve-2774/866e75e7463f4e7a9d411050028acc97/?a=1775&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=126&bt=126&ft=OV.Cu77JWH6BMS31Kvr0PD1IN&mime_type=audio_mp4&qs=6&rc=OzNpaGhoO2Q4OjhkM2loOUBpamhyM2xpaXl2MzMzODlkNEAwNF82LWAwXmExLy9eNWFgYSNrbGVkamNtZjNgLS1iYS1zcw%3D%3D&btag=c0000e00028000&dy_q=1772620019&l=2026030418265907B2ECA897463FA8094B
6745351953632480003,骄傲的少年（剪辑版）-南征北战NZBZ,48.0,unknown,https://v9-jianying.vlabvod.com/59f78c42c359d5776f20555355b0c9d3/69cf9558/video/tos/cn/tos-cn-ve-2774/7b44fde3d21443bca86d64e25aae59dc/?a=1775&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=126&bt=126&ft=OV.Cu77JWH6BMJC1Kvr0PD1IN&mime_type=audio_mp4&qs=6&rc=NjVpaGVoZDNlNWRkOTc7N0BpM2RwaGdxOHh2MzMzNzlkNEBfLzFfYzUvNi4xLl5eYS4xYSMwYl5zXm5mYF9gLS0wYS1zcw%3D%3D&btag=c0000e00020000&dy_q=1772619816&l=20260304182335530B31B9149336F834A8
6749776290284324866,止战之殇,60.0,unknown,https://v5-jianying.vlabvod.com/5991d744e2e463467b79f20e6794d030/69cf95fd/video/tos/cn/tos-cn-ve-2774/9ff0edd2fc824dcf8fedfb81f61e1468/?a=1775&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=126&bt=126&ft=OV.Cu77JWH6BMX31Kvr0PD1IN&mime_type=audio_mp4&qs=6&rc=ZmQ6aDY8OmdkNTo2NGg5PEBpMzQ1ZHN0bmtvMzMzOzlkNEBhNDYzXmE2NjAxMmFjMGI1YSM0aG9ncHIuZ2JgLS0uYS1zcw%3D%3D&btag=c0000e00028000&dy_q=1772619969&l=20260304182609153EF8A7531C8B149033
6749776297473361922,夜曲,60.0,unknown,https://v3-jianying.vlabvod.com/78d59452aca9d3e6ade3133e9fcc7dea/69cf961a/video/tos/cn/tos-cn-ve-2774/abc848f420414c799535c984385f0119/?a=1775&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=126&bt=126&ft=OV.Cu77JWH6BMx31Kvr0PD1IN&mime_type=audio_mp4&qs=6&rc=MzVmOjk1ZzpoOjw8Zjk3M0BpM203ZDdzaTloNDMzNzlkM0AvMV4zMzBiXjExLTU2Xy5hYSNfL2RpaGthYS1gLS1hYTRzcw%3D%3D&btag=c0000e00028000&dy_q=1772619998&l=202603041826380697961CE4C7B6D6AAC9
6749776297750169602,四面楚歌,60.0,unknown,https://v9-jianying.vlabvod.com/c18b2bdc482ceca37db0040fb757bee9/69cf9603/video/tos/cn/tos-cn-ve-2774/0e1035976fc14e11b35453f058497476/?a=1775&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=126&bt=126&ft=OV.Cu77JWH6BMp31Kvr0PD1IN&mime_type=audio_mp4&qs=6&rc=PGY5ZmdmOTNnZmRlaGlkPEBpM3duOHdqdG48MzMzZzlkNEAtYzFeNTUwXi8xY19iYy8yYSNtMTFpbjNkNDJgLS1iYS1zcw%3D%3D&btag=c0000e00028000&dy_q=1772619975&l=20260304182615153EF8A7531C8B1494D4
6756879114637967368,Lazy Sunday,86.0,unknown,https://v3-jianying.vlabvod.com/93d09b35b4077bd36f8cb9703681f52e/69cf9824/video/tos/cn/tos-cn-ve-2774/017ce79c97b04be78738209dbd9e4f7b/?a=1775&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=126&bt=126&ft=OV.Cu77JWH6BMq91Kvr0PD1IN&mime_type=audio_mp4&qs=6&rc=NmQ5aDw3ZzhkODU2PGc8O0BpM2RycDZ2O3FoMzMzaDlkM0AyMDJhXzRjNjQxNl4uY19iYSNqbzRhM21lbmFgLS0yYTRzcw%3D%3D&btag=c0000e00028000&dy_q=1772620494&l=2026030418345444523A5E766123A0E9D5
6764323559209699329,Radio Rota,64.0,unknown,https://v9-jianying.vlabvod.com/f1803c903a6f12404db380a2ad67d1aa/69cf980a/video/tos/cn/tos-cn-ve-2774/15704d1645be4351b25ccc37610916aa/?a=1775&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=126&bt=126&ft=OV.Cu77JWH6BM991Kvr0PD1IN&mime_type=audio_mp4&qs=6&rc=ZjU4ZzQ2OWY4NTZoOmg7NUBpM2h2ZHN0bnU0MzMzOzlkNEBgX182Xy5jNV4xMl41LzViYSNebG1ncHJlNjVgLS0uYS1zcw%3D%3D&btag=c0000e00028000&dy_q=1772620490&l=2026030418345016789BAA96A34173F707
6770978503258015751,当你老了 (Cover 赵照),81.0,unknown,https://v5-jianying.vlabvod.com/8a96a352d43d7e7c28c2fd30e2b68851/69cf9871/video/tos/cn/tos-cn-ve-2774/66cd54866a3b47f994595b9346fba06c/?a=1775&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=126&bt=126&ft=OV.Cu77JWH6BM.61Kvr0PD1IN&mime_type=audio_mp4&qs=6&rc=OWc0ODg7NWQ1ODc1NGRlPEBpM3lyanBxOml3MzMzOTlkM0BgLWIzNWFgNS4xMDVeYTIyYSNwNi5yL2ozZjZgLS1hYTRzcw%3D%3D&btag=c0000e00028000&dy_q=1772620576&l=20260304183616E4E6913A2955D31BC0CB
6775058916762978305,Tommorrow,34.0,unknown,https://v5-jianying.vlabvod.com/cb0510cc670bb0b5205593c364d3d8fb/69cf97ee/video/tos/cn/tos-cn-ve-2774/3dbc52d017b94321b1e13286f96f1051/?a=1775&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=126&bt=126&ft=OV.Cu77JWH6BMt91Kvr0PD1IN&mime_type=audio_mp4&qs=6&rc=OTQ0MzxnNWk7NWVpPGk5OkBpamQ7dTczaThzNTMzODlkNEAvLWNeMC9jXzIxLmJjXy0vYSNkbGpoMGZpcXJgLS1kYS1zcw%3D%3D&btag=80000e00018000&dy_q=1772620492&l=202603041834528D9565A3712975CBC01A
6795154632998914061,明天会更好,263.0,unknown,https://v9-jianying.vlabvod.com/0d70bc518a61aef234fad186fc49780a/69cf9923/video/tos/cn/tos-cn-ve-2774/f5899794ca394f3986839c65cb7fbf68/?a=1775&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=126&bt=126&ft=OV.Cu77JWH6BM061Kvr0PD1IN&mime_type=audio_mp4&qs=6&rc=OTk8Z2g1NjhpOGZnZTtkNUBpajozdWQ6ZjYzPDMzODlkNEBiYjZeMl9hX2ExXzM2NGJjYSNmX3E1cjRfMjVgLS1kYS1zcw%3D%3D&btag=c0000e00030000&dy_q=1772620572&l=202603041836126FA01C0BA7F9625A06B5
6797687703249897473,半兽人,60.0,unknown,https://v3-jianying.vlabvod.com/c1ae44851bae7f7f08adc54f10144505/69cf9601/video/tos/cn/tos-cn-ve-2774/c0d5802789e742bf837bdfd4f3cb22c9/?a=1775&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=126&bt=126&ft=OV.Cu77JWH6BMR31Kvr0PD1IN&mime_type=audio_mp4&qs=6&rc=ZzdpZjQ3aTVlOzRmZDM1PEBpanBvdzdmdDM1MzMzZzlkNEBhYmMyL182NTIxXl8uL19iYSNnNGkyZDZvMmFgLS1fYS1zcw%3D%3D&btag=80000e00028000&dy_q=1772619973&l=202603041826130697961CE4C7B6D6948C
